"superkingdom";"phylum";"class";"order";"family";"genus";"species";"CMM.ITS_S86_L001_R1";"Compost.MB.ITS_S85_L001_R1";"Compost.R.ITS_S84_L001_R1";"Eau.GT.ITS_S81_L001_R1";"JusPatate.XT.ITS_S83_L001_R1";"Sol.GT.ITS_S82_L001_R1"
"ASV_890";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";NA;"Fuscostagonospora";"Fuscostagonospora banksiae";0;72;0;0;0;0
"ASV_892";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Halosphaeriaceae";NA;NA;0;0;0;0;0;72
"ASV_897";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Apiotrichum";"Apiotrichum gracile";0;71;0;0;0;0
"ASV_900";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Physalacriaceae";"Flammulina";NA;0;0;0;116;0;0
"ASV_920";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Gamsiella";"Gamsiella stylospora";0;0;0;67;0;0
"ASV_923";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Otidea";"Otidea brunneoparva";0;0;0;0;0;67
"ASV_931";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium mexicanum";0;66;0;0;0;0
"ASV_936";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Sebacinales";NA;"Chaetospermum";"Chaetospermum chaetosporum";0;0;0;0;0;66
"ASV_948";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Perenniporia";NA;0;0;0;64;0;0
"ASV_960";"Eukaryota";"Streptophyta";"Magnoliopsida";"Fagales";"Betulaceae";"Alnus";"Alnus glutinosa";0;0;0;63;0;0
"ASV_961";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Schizotheciaceae";"Schizothecium";"Schizothecium selenosporum";0;0;0;62;0;23
"ASV_966";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Entolomataceae";"Clitopilus";"Clitopilus abprunulus";0;62;0;0;0;0
"ASV_971";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor mucedo";0;0;0;0;62;0
"ASV_981";"Eukaryota";"Ciliophora";"Phyllopharyngea";"Chlamydodontida";"Chilodonellidae";"Chilodonella";"Chilodonella cyprini";0;0;0;87;0;0
"ASV_982";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Kluyveromyces";"Kluyveromyces marxianus";0;0;0;61;0;0
"ASV_996";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Sordariaceae";"Gelasinospora";"Gelasinospora brevispora";0;0;0;0;0;59
"ASV_997";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pluteaceae";"Pluteus";"Pluteus eludens";0;0;0;0;0;59
"ASV_1004";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella gemmifera";0;58;0;0;0;0
"ASV_1006";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium citreosulfuratum";0;58;0;0;0;0
"ASV_1008";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";NA;NA;NA;0;0;0;100;0;0
"ASV_1009";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Piskurozymaceae";"Solicoccozyma";"Solicoccozyma aeria";0;29;0;58;0;0
"ASV_1020";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Cyberlindnera";"Cyberlindnera galapagoensis";0;0;0;57;0;0
"ASV_1022";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Perenniporia";"Perenniporia vanhullii";0;0;0;57;0;0
"ASV_1034";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Mucoraceae";"Mucor";"Mucor piriformis";0;0;0;0;56;0
"ASV_1053";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Schizoporaceae";"Hyphodontia";"Hyphodontia wongiae";0;0;0;0;0;55
"ASV_1062";"Eukaryota";"Ascomycota";"Dothideomycetes";"Muyocopronales";NA;"Arxiella";"Arxiella terrestris";0;54;0;0;0;0
"ASV_1063";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Neoeutypella";"Neoeutypella baoshanensis";0;0;0;54;0;0
"ASV_1068";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Dioszegia";"Dioszegia aurantiaca";0;0;0;53;0;0
"ASV_1070";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"Glarea";"Glarea lozoyensis";0;30;0;121;0;0
"ASV_1071";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Psilocybe";"Psilocybe cyanescens";0;0;0;53;0;0
"ASV_1074";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Rhynchogastremaceae";"Papiliotrema";NA;0;8;0;0;35;18
"ASV_1076";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces rotundus";0;0;0;0;0;53
"ASV_1078";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;"Pseudeurotiaceae";"Pseudeurotium";NA;0;52;0;0;0;0
"ASV_1093";"Eukaryota";"Ciliophora";"Spirotrichea";"Stichotrichida";"Spirofilidae";"Strongylidium";"Strongylidium orientale";0;51;0;0;0;10
"ASV_1096";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Irpicaceae";"Efibula";"Efibula yunnanensis";0;0;0;51;0;0
"ASV_1098";"Eukaryota";"Basidiomycota";"Malasseziomycetes";"Malasseziales";"Malasseziaceae";"Malassezia";"Malassezia restricta";0;0;0;51;0;2
"ASV_1104";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Phaeomoniellales";"Phaeomoniellaceae";"Neophaeomoniella";"Neophaeomoniella constricta";0;50;0;0;0;0
"ASV_1105";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Lichtheimiaceae";"Dichotomocladium";"Dichotomocladium hesseltinei";0;24;0;0;0;60
"ASV_1116";"Eukaryota";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriaceae";"Neopseudolachnella";NA;0;49;0;0;0;0
"ASV_1117";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Slooffia";"Slooffia cresolica";0;46;0;0;0;3
"ASV_1122";"Eukaryota";"Rhodophyta";"Florideophyceae";"Ceramiales";"Rhodomelaceae";NA;NA;0;7;0;93;0;2
"ASV_1130";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Mycosphaerellaceae";"Sphaerulina";"Sphaerulina rhododendricola";0;48;0;0;0;0
"ASV_1131";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Cucurbitariaceae";"Neocucurbitaria";"Neocucurbitaria salicis-albae";0;48;0;0;0;0
"ASV_1132";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Valsaceae";"Cytospora";NA;0;48;0;5;0;0
"ASV_1133";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Melanommataceae";"Praetumpfia";"Praetumpfia obducens";0;0;0;48;0;0
"ASV_1146";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Metarhizium";"Metarhizium robertsii";0;45;0;38;0;2
"ASV_1147";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Chaetothyriaceae";"Nullicamyces";"Nullicamyces eucalypti";0;47;0;0;0;0
"ASV_1159";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Naganishia";"Naganishia adeliensis";0;46;0;0;0;0
"ASV_1163";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Achroiostachys";"Achroiostachys aurantispora";0;0;0;46;0;0
"ASV_1164";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Rhizophydiaceae";"Rhizophydium";"Rhizophydium brooksianum";0;0;0;46;0;0
"ASV_1179";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";NA;NA;"Cyrenella";"Cyrenella elegans";0;40;0;0;0;5
"ASV_1180";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Coniothyriaceae";NA;NA;0;45;0;0;0;0
"ASV_1182";"Eukaryota";"Chytridiomycota";"Monoblepharidomycetes";"Monoblepharidales";NA;"Hyaloraphidium";"Hyaloraphidium curvatum";0;13;0;58;0;10
"ASV_1183";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Gelatinodiscaceae";"Neobulgaria";"Neobulgaria alba";0;0;0;45;0;0
"ASV_1184";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleraceae";"Fonsecazyma";"Fonsecazyma sp.";0;9;0;45;0;0
"ASV_1196";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Diatrypella";"Diatrypella betulicola";0;0;0;122;0;0
"ASV_1201";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Rasamsonia";"Rasamsonia piperina";0;0;0;0;0;44
"ASV_1223";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Parmeliaceae";"Xanthoparmelia";"Xanthoparmelia pedregalensis";0;0;0;42;0;0
"ASV_1232";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;NA;"Scytalidium";"Scytalidium lignicola";0;17;0;0;0;33
"ASV_1235";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";NA;NA;NA;0;0;0;41;0;0
"ASV_1237";"Eukaryota";NA;"Glaucocystophyceae";"Glaucocystales";"Glaucocystaceae";"Glaucocystis";NA;0;0;0;41;0;0
"ASV_1241";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Meyerozyma";"Meyerozyma guilliermondii";0;0;0;0;41;0
"ASV_1272";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Wickerhamomyces";"[Candida] dajiaensis";0;0;0;0;67;0
"ASV_1274";"Eukaryota";"Ascomycota";NA;NA;NA;"Goidanichiella";"Goidanichiella barronii";0;0;0;0;0;39
"ASV_1276";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Stachybotryaceae";"Striaticonidium";NA;0;0;0;0;0;39
"ASV_1277";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Dipodascaceae";"Galactomyces";"Galactomyces pseudocandidus";0;0;0;0;0;78
"ASV_1294";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Corticiales";"Vuilleminiaceae";"Vuilleminia";NA;0;0;0;38;0;0
"ASV_1307";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;NA;"Aquapteridospora";"Aquapteridospora fusiformis";0;0;0;37;0;2
"ASV_1308";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";NA;"Burgoa";"Burgoa verzuoliana";0;0;0;37;0;0
"ASV_1310";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Arthrobotrys";"Arthrobotrys botryosporus";0;0;0;2;0;37
"ASV_1311";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Pseudallescheria";"Pseudallescheria ellipsoidea";0;0;0;0;0;37
"ASV_1320";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;NA;"[Dactylaria]";"[Dactylaria] dimorphospora";0;0;0;36;0;0
"ASV_1321";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytriomycetaceae";"Pendulichytrium";"Pendulichytrium sphaericum";0;0;0;36;0;0
"ASV_1322";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Amniculicolaceae";"Fouskomenomyces";"Fouskomenomyces mimiticus";0;0;0;0;0;36
"ASV_1341";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Dimorphosporicola";"Dimorphosporicola tragani";0;0;0;35;0;0
"ASV_1345";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";NA;"Minimedusa";"Minimedusa polyspora";0;0;0;35;0;0
"ASV_1346";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Candida";"Candida parapsilosis";0;0;0;17;18;0
"ASV_1350";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma ghanense";0;0;0;0;0;35
"ASV_1359";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Philasterida";"Orchitophryidae";"Mesanophrys";"Mesanophrys carcini";0;0;0;34;0;0
"ASV_1362";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium sublateritium";0;0;0;0;34;0
"ASV_1364";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mytilinidiales";"Mytilinidiaceae";"Mytilinidion";"Mytilinidion resinicola";0;0;0;0;0;34
"ASV_1378";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";"Vorticellidae";"Epicarchesium";"Epicarchesium corlissi";0;33;0;0;0;0
"ASV_1397";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Mollisiaceae";"Phialocephala";"Phialocephala bamuru";0;29;0;0;0;3
"ASV_1399";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"Cladophialophora minutissima";0;19;0;0;0;13
"ASV_1400";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Meripilaceae";"Rigidoporus";"Rigidoporus piceicola";0;0;0;32;0;0
"ASV_1403";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Mrakiaceae";"Mrakia";"Mrakia blollopis";0;0;0;32;0;0
"ASV_1409";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Pleurotaceae";"Hohenbuehelia";NA;0;51;0;0;0;0
"ASV_1411";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Allodiatrype";"Allodiatrype arengae";0;0;0;31;0;0
"ASV_1412";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Leptosphaeria";"Leptosphaeria doliolum";0;0;0;31;0;0
"ASV_1414";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Phallales";"Phallaceae";"Blumenavia";NA;0;0;0;31;0;0
"ASV_1420";"Eukaryota";"Ascomycota";"Leotiomycetes";"Thelebolales";"Thelebolaceae";"Inopinatum";"Inopinatum lactosum";0;0;0;0;0;31
"ASV_1421";"Eukaryota";"Streptophyta";"Magnoliopsida";"Lamiales";"Lentibulariaceae";"Utricularia";"Utricularia praelonga";0;0;0;0;0;31
"ASV_1422";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Sordariaceae";"Neurospora";"Neurospora udagawae";0;0;0;0;0;31
"ASV_1432";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Piskurozymaceae";"Piskurozyma";"Piskurozyma taiwanensis";0;52;0;0;0;0
"ASV_1435";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Alternaria";"Alternaria murispora";0;25;0;0;0;5
"ASV_1437";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";NA;"Cadophora";"Cadophora luteo-olivacea";0;0;0;30;0;0
"ASV_1442";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Fusarium";"Fusarium citricola";0;0;0;0;0;30
"ASV_1458";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";NA;NA;0;0;0;29;0;0
"ASV_1461";"Eukaryota";"Streptophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Pisum";"Pisum sativum";0;0;0;29;0;0
"ASV_1464";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Rhynchogastremaceae";"Papiliotrema";"Papiliotrema terrestris";0;0;0;0;29;0
"ASV_1466";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Aporpiaceae";"Aporpium";"Aporpium miniporum";0;0;0;0;0;34
"ASV_1467";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";NA;NA;NA;0;0;0;0;0;29
"ASV_1468";"Eukaryota";"Ascomycota";"Sordariomycetes";"Pleurotheciales";"Pleurotheciaceae";"Neomonodictys";"Neomonodictys muriformis";0;0;0;0;0;29
"ASV_1477";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycodaceae";"Hanseniaspora";"Hanseniaspora pseudoguilliermondii";0;6;0;0;22;0
"ASV_1478";"Eukaryota";"Ascomycota";"Lichinomycetes";"Lichinales";"Lichinaceae";"Phylliscum";"Phylliscum demangeonii";0;43;0;0;0;0
"ASV_1479";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Postiaceae";"Cyanosporus";"Cyanosporus yanae";0;0;0;28;0;0
"ASV_1481";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Mrakiaceae";"Itersonilia";"Itersonilia pannonica";0;0;0;28;0;0
"ASV_1484";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Kurtzmaniella";"[Candida] santamariae";0;0;0;0;28;0
"ASV_1500";"Eukaryota";"Basidiomycota";"Microbotryomycetes";NA;"Chrysozymaceae";"Fellozyma";"Fellozyma inositophila";0;27;0;0;0;0
"ASV_1501";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Coprinopsis";NA;0;27;0;0;0;0
"ASV_1506";"Eukaryota";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Verticillium";"Verticillium dahliae";0;0;0;0;0;27
"ASV_1507";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus cejpii";0;0;0;0;0;27
"ASV_1509";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia camargensis";0;0;0;0;0;27
"ASV_1525";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"Ceratobasidium";"Ceratobasidium ramicola";0;28;0;0;0;0
"ASV_1526";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Teratosphaeriaceae";"Devriesia";"Devriesia thermodurans";0;7;0;0;0;19
"ASV_1527";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Rasamsonia";"Rasamsonia byssochlamydoides";0;10;0;0;0;27
"ASV_1529";"Eukaryota";"Ascomycota";"Leotiomycetes";"Rhytismatales";"Rhytismataceae";"Coccomyces";"Coccomyces australis";0;0;0;26;0;0
"ASV_1531";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Sarocladiaceae";"Sarocladium";"Sarocladium strictum";0;9;0;37;0;0
"ASV_1537";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium corylophilum";0;0;0;0;26;0
"ASV_1550";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Sorocybe";"Sorocybe oblongispora";0;25;0;0;0;2
"ASV_1551";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";NA;"Quaeritorhizaceae";"Quaeritorhiza";"Quaeritorhiza haematococci";0;25;0;0;0;3
"ASV_1554";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";NA;"Cadophora";"Cadophora bubakii";0;0;0;25;0;0
"ASV_1555";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Pseudomassariaceae";"Pseudomassariella";"Pseudomassariella vexata";0;0;0;25;0;0
"ASV_1560";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Debaryomycetaceae";"Candida";"Candida pseudocylindracea";0;0;0;0;25;0
"ASV_1563";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Bolbitiaceae";"Conocybe";"Conocybe confundens";0;0;0;0;0;50
"ASV_1567";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Hymenochaetales";"Hymenochaetaceae";"Phylloporia";NA;0;0;0;0;0;25
"ASV_1584";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Trimorphomycetaceae";"Sugitazyma";"Sugitazyma miyagiana";0;32;0;0;0;0
"ASV_1585";"Eukaryota";"Nematoda";"Chromadorea";"Rhabditida";"Pratylenchidae";"Pratylenchus";"Pratylenchus goodeyi";0;30;0;0;0;2
"ASV_1586";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"Cystobasidiaceae";"Cystobasidium";"Cystobasidium slooffiae";0;12;0;12;0;0
"ASV_1588";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Mycenaceae";"Favolaschia";"Favolaschia brevibasidiata";0;0;0;24;0;0
"ASV_1590";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Diatrypaceae";"Cryptosphaeria";"Cryptosphaeria subcutanea";0;9;0;46;0;0
"ASV_1592";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Gnomoniaceae";"Plagiostoma";"Plagiostoma dilatatum";0;0;0;24;0;0
"ASV_1593";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Lachnocladiaceae";NA;NA;0;0;0;24;0;0
"ASV_1601";"Eukaryota";"Ascomycota";"Orbiliomycetes";"Orbiliales";"Orbiliaceae";"Orbilia";"Orbilia jesu-laurae";0;0;0;0;0;34
"ASV_1603";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Auriculariales";"Auriculariaceae";"Auricularia";NA;0;0;0;0;0;24
"ASV_1604";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Hydnangiaceae";"Laccaria";NA;0;0;0;0;0;24
"ASV_1621";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Montagnula";"Montagnula chiangraiensis";0;23;0;0;0;0
"ASV_1626";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Paraphoma";NA;0;0;0;23;0;0
"ASV_1627";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Wickerhamiella";"Wickerhamiella pararugosa";0;0;0;0;23;0
"ASV_1628";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces louisianensis";0;0;0;0;0;23
"ASV_1639";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Sessilida";"Vorticellidae";"Vorticella";"Vorticella sp. 11 PS-2013";0;22;0;0;0;0
"ASV_1640";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Trichomonascaceae";"Sugiyamaella";"Sugiyamaella ayubii";0;22;0;0;0;2
"ASV_1641";"Eukaryota";"Ascomycota";"Sordariomycetes";"Pleurotheciales";"Pleurotheciaceae";"Phaeoisaria";"Phaeoisaria aquatica";0;22;0;0;0;0
"ASV_1643";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Capronia";"Capronia camelliae-yunnanensis";0;22;0;0;0;0
"ASV_1644";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";NA;"Symmetrosporaceae";"Symmetrospora";"Symmetrospora coprosmae";0;22;0;8;0;0
"ASV_1645";"Eukaryota";"Ascomycota";"Sordariomycetes";"Chaetosphaeriales";"Chaetosphaeriaceae";"Chaetosphaeria";"Chaetosphaeria guttulata";0;25;0;0;0;18
"ASV_1650";"Eukaryota";"Basidiomycota";"Exobasidiomycetes";"Golubeviales";"Golubeviaceae";"Golubevia";"Golubevia pallescens";0;0;0;22;0;0
"ASV_1651";"Eukaryota";"Ciliophora";"Litostomatea";"Cyclotrichida";"Mesodiniidae";"Askenasia";"Askenasia sp. LWW2010032604";0;0;0;22;0;0
"ASV_1652";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycodaceae";"Hanseniaspora";"Hanseniaspora valbyensis";0;0;0;22;0;0
"ASV_1655";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Saccharomycetaceae";"Torulaspora";"Torulaspora delbrueckii";0;0;0;22;0;0
"ASV_1659";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Ophiocordycipitaceae";"Ophiocordyceps";"Ophiocordyceps arborescens";0;0;0;0;0;22
"ASV_1660";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Linnemannia";"Linnemannia acrotona";0;0;0;19;0;22
"ASV_1661";"Eukaryota";"Ascomycota";"Dothideomycetes";"Eremomycetales";"Eremomycetaceae";"Eremomyces";"Eremomyces bilateralis";0;0;0;0;0;22
"ASV_1676";"Eukaryota";"Ascomycota";"Sordariomycetes";"Savoryellales";"Savoryellaceae";"Neoascotaiwania";"Neoascotaiwania terrestris";0;2;0;19;0;0
"ASV_1677";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Neosorocybe";"Neosorocybe pini";0;5;0;0;0;30
"ASV_1678";"Eukaryota";"Ascomycota";"Sordariomycetes";NA;"Thyridiaceae";"Thyridium";"Thyridium hongkongense";0;8;0;13;0;0
"ASV_1679";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Discinellaceae";"Pseudopezicula";"Pseudopezicula betulae";0;0;0;39;0;8
"ASV_1680";"Eukaryota";"Basidiomycota";"Classiculomycetes";"Classiculales";"Classiculaceae";"Classicula";"Classicula sinensis";0;0;0;21;0;0
"ASV_1681";"Eukaryota";"Streptophyta";"Jungermanniopsida";"Pallaviciniales";"Pallaviciniaceae";"Pallavicinia";NA;0;0;0;41;0;0
"ASV_1683";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces atricola";0;0;0;0;21;0
"ASV_1685";"Eukaryota";"Ascomycota";"Leotiomycetes";NA;NA;"Scytalidium";"Scytalidium circinatum";0;4;0;0;0;21
"ASV_1688";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Talaromyces";"Talaromyces ucrainicus";0;0;0;0;0;21
"ASV_1705";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Verrucariales";"Verrucariaceae";"Verrucaria";"Verrucaria oulankaensis";0;20;0;0;0;0
"ASV_1706";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Cladophialophora";"Cladophialophora behniae";0;20;0;0;0;0
