tax_id,superkingdom,phylum,class,order,family,genus,species,CMM-16S_S43_L001_R1,Compost-MB-16S_S42_L001_R1,Compost-R-16S_S41_L001_R1,Eau-GT-16S_S38_L001_R1,JusPatate-XT-16S_S40_L001_R1,Sol-GT-16S_S39_L001_R1
571898,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioprofundaceae,Thioprofundum,Thioprofundum lithotrophicum,118,0,0,0,0,130
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,44,158,0,4,0,42
1293045,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans planktonicus,0,0,0,248,0,0
1873,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,0,0,0,0,0,248
2321403,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea soli,145,0,0,0,0,102
28196,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,0,0,0,245,0,0
28197,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter butzleri,0,0,0,245,0,0
1224,Bacteria,Pseudomonadota,,,,,,0,0,0,245,0,0
670078,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter livingstonensis,0,243,0,0,0,0
866786,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchella rhizosphaerae,242,0,0,0,0,0
332100,Bacteria,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,,99,2,0,0,0,141
1293052,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans parvus,0,0,0,242,0,0
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,241,0,0,0,0,0
1839,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,240,0,0,0,0,0
2047744,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea glycinis,60,0,0,1,0,179
1803916,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Salibacteraceae,Salibacter,Salibacter halophilus,0,240,0,0,0,0
29407,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,,67,29,0,4,0,139
1293052,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans parvus,0,0,0,238,0,0
853,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,0,0,0,236,0,0
433663,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides islandensis,148,43,0,9,0,34
1384459,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,234,0,0,0,0,0
1173032,Bacteria,Cyanobacteriota,Cyanophyceae,Gomontiellales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minutus,0,0,0,234,0,0
286,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0,0,0,233,0,0
522889,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Sphaerotilus,Sphaerotilus montanus,0,0,0,232,0,0
1963835,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Arboricoccus,Arboricoccus pini,231,0,0,0,0,0
1054498,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Aquaspirillaceae,Rivihabitans,Rivihabitans pingtungensis,0,0,0,231,0,0
1081799,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,Thermomarinilinea lacunifontana,141,0,0,0,0,89
2062,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,,,228,0,0,0,0,0
331696,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,228,0,0,0,0,0
189966,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,Rhizomicrobium palustre,0,226,0,0,0,0
595494,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Tolumonas auensis,0,0,0,225,0,0
331696,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,224,0,0,0,0,0
1122609,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides halotolerans,122,74,0,0,0,26
1885912,Bacteria,Myxococcota,,Polyangiales,Polyangiaceae,Racemicystis,Racemicystis persica,0,218,0,0,0,0
1230389,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella soli,173,0,0,0,0,44
1079,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,Blastochloris viridis,0,217,0,0,0,0
600628,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Dongia,Dongia soli,0,0,0,217,0,0
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,194,0,0,0,0,22
1855912,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis,215,0,0,0,0,0
418699,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,215,0,0,0,0,0
1542736,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides marmoriterrae,0,0,0,0,0,213
1636188,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Mycoplana,Mycoplana azooxidifex,43,56,0,48,0,65
2675232,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Neobacillus,,11,24,0,7,0,169
520089,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides hungaricus,0,166,0,3,0,42
543,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0,0,9,176,24,0
1474,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina pasteurii,11,197,0,0,0,0
1742993,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,,0,208,0,0,0,0
963,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,0,0,0,208,0,0
633392,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,,,207,0,0,0,0,0
53365,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Catellatospora,,92,0,0,0,0,115
41294,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,,,35,56,0,0,0,116
480070,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,Rhizomicrobium electricum,0,207,0,0,0,0
1921568,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,,,0,207,0,0,0,0
522889,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Sphaerotilus,Sphaerotilus montanus,0,0,0,207,0,0
204441,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,,,,0,0,0,0,0,206
122,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia maris,25,40,0,0,20,119
1620385,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Oryzobacter,Oryzobacter terrae,33,51,0,62,0,58
468,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,,,0,0,0,204,0,0
237,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,0,0,0,204,0,0
1087253,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides marmoraquaticus,20,163,0,6,0,13
433654,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides tritolerans,202,0,0,0,0,0
1963835,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,Arboricoccus,Arboricoccus pini,201,0,0,0,0,0
51670,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium facile,42,0,0,34,0,125
85023,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,,,0,200,0,0,0,0
356,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,,97,0,0,0,0,102
1921566,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides cavernae,85,61,0,3,0,48
363630,Bacteria,Actinomycetota,Actinomycetes,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella flavida,0,196,0,0,0,0
28049,Bacteria,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,0,196,0,0,0,0
1386,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,,155,0,0,21,0,19
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,35,0,0,0,0,160
1052257,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Aquihabitans daechungensis,85,93,0,16,0,0
1324935,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,Limisphaeraceae,Limisphaera,Limisphaera ngatamarikiensis,0,194,0,0,0,0
3031712,Bacteria,Myxococcota,,Polyangiales,,,,193,0,0,0,0,0
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,193,0,0,0,0,0
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,128,28,0,17,0,20
411459,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia obeum,0,0,0,193,0,0
1472640,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces daqingensis,192,0,0,0,0,0
363630,Bacteria,Actinomycetota,Actinomycetes,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella flavida,38,124,0,13,0,16
633403,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina contaminans,29,132,0,6,0,24
357276,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,0,0,0,190,0,0
285665,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora coriariae,189,0,0,0,0,0
1962348,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sonneratiae,189,0,0,0,0,0
537011,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,0,0,0,188,0,0
228899,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus asahii,0,0,0,0,0,188
28196,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,,0,0,0,187,0,0
29407,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,,104,19,0,19,0,44
1839,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,186,0,0,0,0,0
1293045,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans planktonicus,0,0,0,186,0,0
871665,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia faecis,0,0,0,186,0,0
595536,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium,184,0,0,0,0,0
207599,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,184,0,0,0,0,0
1384459,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,183,0,0,0,0,0
2169409,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium laiguense,23,77,0,37,0,46
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,0,183,0,0,0,0
879969,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,Macellibacteroides fermentans,0,0,0,183,0,0
88431,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea longicatena,0,0,0,183,0,0
1294026,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,53,0,0,2,0,127
2789776,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica,0,0,0,0,0,182
85025,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,,,14,74,75,18,0,0
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,180,0,0,0,0,0
1742993,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,,0,180,0,0,0,0
1839,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,179,0,0,0,0,0
600628,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Dongia,Dongia soli,0,169,0,0,0,10
137265,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Asanoa,Asanoa ishikariensis,178,0,0,0,0,0
53461,Bacteria,Actinomycetota,Actinomycetes,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella multipartita,56,116,0,0,0,5
1849015,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter acticola,0,0,0,177,0,0
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,176,0,0,0,0,0
2062,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,,,0,176,0,0,0,0
556053,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter acidiphobus,0,0,0,176,0,0
75309,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,,0,175,0,0,0,0
46913,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,,0,175,0,0,0,0
1883,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,0,0,0,0,0,175
89966,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,0,0,41,0,133,0
1294026,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,79,71,0,0,0,23
47498,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Pedomicrobium,Pedomicrobium manganicum,85,0,0,0,0,88
1569,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,0,173,0,0,0,0
820,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,0,0,0,173,0,0
159449,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Embleya,Embleya scabrispora,172,0,0,0,0,0
1353775,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides endophyticus,50,94,0,6,0,22
1082276,Bacteria,Bacillota,,,,Hydrogenispora,Hydrogenispora ethanolica,171,0,0,0,0,0
980631,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium oxalatiphilum,107,0,0,0,0,64
1906945,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Parageobacillus,,8,0,0,0,0,163
47495,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Pedomicrobium,Pedomicrobium americanum,171,0,0,0,0,0
191494,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,,170,0,0,0,0,0
331696,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,0,170,0,0,0,0
28216,Bacteria,Pseudomonadota,Betaproteobacteria,,,,,80,0,0,0,0,89
853,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,0,0,0,169,0,0
1400387,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoeyrii,168,0,0,0,0,0
1612172,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter,Vicinamibacter silvestris,168,0,0,0,0,0
331696,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,0,64,0,0,0,104
1663,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,,0,168,0,0,0,0
745368,Bacteria,Bacillota,Clostridia,Eubacteriales,,Gemmiger,Gemmiger formicilis,0,0,0,168,0,0
588932,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas naejangsanensis,0,167,0,0,0,0
756892,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,0,0,0,167,0,0
323423,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans curvus,0,0,0,167,0,0
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,166,0,0,0,0,0
1223802,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea hydrogenivorans,166,0,0,0,0,0
57665,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,,0,0,0,165,0,0
821,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,0,0,0,165,0,0
525924,Bacteria,Myxococcota,,Polyangiales,Phaselicystidaceae,Phaselicystis,Phaselicystis flava,0,0,0,0,0,165
1655277,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus gelatini,164,0,0,0,0,0
1255043,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio nitratireducens,164,0,0,0,0,0
84993,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,,,163,0,0,0,0,0
1283279,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora rectivirgula,49,0,0,0,0,114
1077255,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Agitococcus,Agitococcus lubricus,0,0,0,163,0,0
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,0,0,0,0,0,163
1386,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,,162,0,0,0,0,0
203799,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides aquiterrae,161,0,0,0,0,0
164115,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces niveiscabiei,0,118,0,0,0,43
706584,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Pilimelia,Pilimelia columellifera,0,161,0,0,0,0
1033,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia,,0,0,71,4,86,0
3028117,Bacteria,Cyanobacteriota,Cyanophyceae,,,,,0,0,0,161,0,0
126348,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio gandavensis,0,0,0,161,0,0
1263962,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Caldimonas,Caldimonas meghalayensis,56,0,0,24,0,80
332657,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas aquatica,0,0,0,160,0,0
1839,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,159,0,0,0,0,0
947013,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea serpens,117,0,0,7,0,35
433649,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides marmoribigeumensis,35,88,0,5,0,31
2014610,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Roseisolibacter agri,0,159,0,0,0,0
70586,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium commune,0,0,0,159,0,0
1906945,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Parageobacillus,,0,0,0,0,0,159
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,69,0,0,0,0,89
630975,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia kunmingensis,158,0,0,0,0,0
331696,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys taiwanensis,0,158,0,0,0,0
1217799,Bacteria,Chloroflexota,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas alkenigignens,0,0,0,0,0,158
2675229,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,,0,0,0,0,0,158
1783272,Bacteria,,,,,,,157,0,0,0,0,0
1473598,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Paludibaculum,Paludibaculum fermentans,157,0,0,0,0,0
68287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,76,0,0,0,0,81
81,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,,157,0,0,0,0,0
1217799,Bacteria,Chloroflexota,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas alkenigignens,44,17,0,7,0,89
126348,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio gandavensis,0,34,0,122,0,1
73029,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,,0,0,0,157,0,0
537011,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,0,0,0,157,0,0
1229656,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Acidibacter,Acidibacter ferrireducens,31,0,0,0,0,125
1484693,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax saidenbachensis,0,0,0,156,0,0
338969,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens,0,0,0,156,0,0
299146,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora narathiwatensis,0,0,0,0,0,156
530564,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi,155,0,0,0,0,0
418699,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus olearius,104,0,0,0,0,51
1331058,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,105,0,0,0,0,50
1002870,Bacteria,Actinomycetota,Rubrobacteria,Gaiellales,Gaiellaceae,Gaiella,Gaiella occulta,0,155,0,0,0,0
2799740,Bacteria,Cyanobacteriota,Cyanophyceae,Aegeococcales,Aegeococcacea,Aegeococcus,Aegeococcus thureti,0,0,0,155,0,0
29407,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodoplanes,,154,0,0,0,0,0
1838286,Bacteria,Verrucomicrobiota,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera limnophila,0,154,0,0,0,0
189966,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,Rhizomicrobium palustre,0,154,0,0,0,0
1294026,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,Aciditerrimonas ferrireducens,153,0,0,0,0,0
633392,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,,,65,0,0,12,0,76
595494,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Tolumonas auensis,0,0,0,153,0,0
191494,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,,152,0,0,0,0,0
2683345,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Zwartia,Zwartia panacis,0,0,0,152,0,0
57001,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Amaricoccus,Amaricoccus macauensis,151,0,0,0,0,0
